year,name,trade_count
2000,Antaresia maculosa,5
2000,Antipathes spp.,5
2000,Ara macao,5
2000,Aratinga canicularis,5
2000,Aratinga jandaya,5
2000,Aratinga weddellii,5
2000,Ariocarpus trigonus,5
2000,Blastomussa spp.,5
2000,Bletilla ochracea,5
2000,Buteo regalis,5
2000,Calanthe plantaginea,5
2000,Catasetum macroglossum,5
2000,Cattleya granulosa,5
2000,Cibotium barometz,5
2000,Cirrhipathes anguina,5
2000,Cleistocactus spp.,5
2000,Coelogyne nitida,5
2000,Conepatus humboldtii,5
2000,Copiapoa cinerea,5
2000,Copiapoa spp.,5
2000,Crocodylus spp.,5
2000,Cygnus melancoryphus,5
2000,Cymbidium faberi,5
2000,Cypripedium formosanum,5
2000,Cypripedium reginae,5
2000,Cyrtopodium spp.,5
2000,Dalbergia nigra,5
2000,Dendrobium farmeri,5
2000,Discocactus horstii,5
2000,Discocactus zehntneri,5
2000,Dracula polyphemus,5
2000,Dracula portillae,5
2000,Dracula rezekiana,5
2000,Echinocereus scheeri,5
2000,Encephalartos longifolius,5
2000,Eos rubra,5
2000,Epicrates cenchria,5
2000,Eriosyce spp.,5
2000,Euphyllia divisa,5
2000,Goniastrea spp.,5
2000,Hippocampus erectus,5
2000,Lonchura cucullata,5
2000,Lorius chlorocercus,5
2000,Masdevallia spp.,5
2000,Montastrea annuligera,5
2000,Montastrea spp.,5
2000,Nepenthes rafflesiana,5
2000,Pan troglodytes,5
2000,Papio cynocephalus,5
2000,Parabuteo unicinctus,5
2000,Pectinia lactuca,5
2000,Polytelis anthopeplus,5
2000,Psittacus erithacus timneh,5
2000,Purpureicephalus spurius,5
2000,Pyxis arachnoides,5
2000,Rhynchostylis gigantea,5
2000,Rhynchostylis retusa,5
2000,Stephanocereus leucostele,5
2000,Testudo horsfieldii,5
2000,Tragelaphus spekii,5
2000,Trioceros bitaeniatus,5
2000,Turbinicarpus pseudomacrochele,5
2000,Tyto alba,5
2000,Varanus beccarii,5
2000,Varanus jobiensis,5
2000,Varanus salvadorii,5
2000,Vicugna vicugna,5
2000,Accipiter spp.,4
2000,Acineta erythroxantha,4
2000,Acrantophis dumerili,4
2000,Aegolius funereus,4
2000,Aerangis citrata,4
2000,Agapornis taranta,4
2000,Amazona dufresniana,4
2000,Amazona viridigenalis,4
2000,Arctocephalus gazella,4
2000,Ariocarpus agavoides,4
2000,Ascocentrum ampullaceum,4
2000,Asio flammeus,4
2000,Athene noctua,4
2000,Balearica regulorum,4
2000,Batagur borneoensis,4
2000,Bletilla formosana,4
2000,Bothriechis schlegelii,4
2000,Brassia maculata,4
2000,Bubalus arnee,4
2000,Bulbophyllum spp.,4
2000,Buteo buteo,4
